"REF_DATE","GEO","DGUID","Statistic","Household tenure","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Child care","Dollars","81","units","0","v64476811","1.1.3.108","858","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Child care outside the home","Dollars","81","units","0","v64476812","1.1.3.109","735","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Child care in the home (regular and occasional)","Dollars","81","units","0","v64476813","1.1.3.110","123","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Household furnishings and equipment","Dollars","81","units","0","v54530551","1.1.3.14","2707","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Household furnishings","Dollars","81","units","0","v54530552","1.1.3.15","1122","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Furniture","Dollars","81","units","0","v64476814","1.1.3.111","773","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rugs, mats and underpadding","Dollars","81","units","0","v64476815","1.1.3.112","38","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Art, antiques and decorative ware","Dollars","81","units","0","v64476816","1.1.3.113","89","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Linens","Dollars","81","units","0","v64476817","1.1.3.114","95","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other household furnishings (curtains, mirrors and picture frames)","Dollars","81","units","0","v64476818","1.1.3.115","128","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Household equipment","Dollars","81","units","0","v54530553","1.1.3.16","1416","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Household appliances","Dollars","81","units","0","v54530554","1.1.3.17","594","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Refrigerators and freezers","Dollars","81","units","0","v64476819","1.1.3.116","135","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Microwave ovens","Dollars","81","units","0","v64476820","1.1.3.117","19","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Cooking appliances","Dollars","81","units","0","v64476821","1.1.3.118","109","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Washers and dryers","Dollars","81","units","0","v64476822","1.1.3.119","142","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Dishwashers","Dollars","81","units","0","v64476823","1.1.3.120","45","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Room air conditioners, portable humidifiers and dehumidifiers","Dollars","81","units","0","v64476824","1.1.3.121","28","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other electric equipment and appliances (including parts and attachments)","Dollars","81","units","0","v64476825","1.1.3.122","115","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other household equipment","Dollars","81","units","0","v64476826","1.1.3.123","822","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home and workshop tools and equipment","Dollars","81","units","0","v64476827","1.1.3.124","149","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Lawn, garden and snow-removal equipment and tools","Dollars","81","units","0","v64476828","1.1.3.125","197","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Non-electric kitchen and cooking equipment","Dollars","81","units","0","v64476829","1.1.3.126","168","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other household equipment, parts and accessories","Dollars","81","units","0","v64476830","1.1.3.127","308","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Maintenance, rental, repairs and services related to household furnishings and equipment","Dollars","81","units","0","v64476831","1.1.3.128","47","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Services related to household furnishings and equipment","Dollars","81","units","0","v64476832","1.1.3.129","121","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rental of heating equipment","Dollars","81","units","0","v64476833","1.1.3.130","61","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home security services","Dollars","81","units","0","v64476834","1.1.3.131","60","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing and accessories","Dollars","81","units","0","v54530555","1.1.3.18","4285","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Women's and girls' wear (women and girls aged 4 years and over)","Dollars","81","units","0","v64476835","1.1.3.132","2189","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing (women and girls aged 4 years and over)","Dollars","81","units","0","v64476836","1.1.3.133","1441","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64476837","1.1.3.134","448","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Athletic footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64476838","1.1.3.135","147","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other footwear (women and girls aged 4 years and over)","Dollars","81","units","0","v64476839","1.1.3.136","301","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Accessories (women and girls aged 4 years and over)","Dollars","81","units","0","v64476840","1.1.3.137","110","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Watches and jewellery (women and girls aged 4 years and over)","Dollars","81","units","0","v64476841","1.1.3.138","190","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Watches (women and girls aged 4 years and over)","Dollars","81","units","0","v64476842","1.1.3.139","32","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Jewellery (women and girls aged 4 years and over)","Dollars","81","units","0","v64476843","1.1.3.140","158","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Men's and boys' wear (men and boys aged 4 years and over)","Dollars","81","units","0","v64476844","1.1.3.141","1448","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing (men and boys aged 4 years and over)","Dollars","81","units","0","v64476845","1.1.3.142","991","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64476846","1.1.3.143","322","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Athletic footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64476847","1.1.3.144","165","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other footwear (men and boys aged 4 years and over)","Dollars","81","units","0","v64476848","1.1.3.145","157","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Accessories (men and boys aged 4 years and over)","Dollars","81","units","0","v64476849","1.1.3.146","59","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Watches and jewellery (men and boys aged 4 years and over)","Dollars","81","units","0","v64476850","1.1.3.147","76","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Watches (men and boys aged 4 years and over)","Dollars","81","units","0","v64476851","1.1.3.148","47","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Jewellery (men and boys aged 4 years and over)","Dollars","81","units","0","v64476852","1.1.3.149","","F","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Children's wear (children under 4 years)","Dollars","81","units","0","v64476853","1.1.3.150","125","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing and cloth diapers (children under 4 years)","Dollars","81","units","0","v64476854","1.1.3.151","103","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Footwear (children under 4 years)","Dollars","81","units","0","v64476855","1.1.3.152","22","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Gifts of clothing for non-household members","Dollars","81","units","0","v64476856","1.1.3.153","411","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing material, yarn, thread and other notions","Dollars","81","units","0","v64476857","1.1.3.154","16","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Clothing services","Dollars","81","units","0","v64476858","1.1.3.155","96","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Laundry and dry-cleaning services","Dollars","81","units","0","v64476859","1.1.3.156","73","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Laundromats and self-service dry cleaning","Dollars","81","units","0","v64476860","1.1.3.157","10","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Services for clothing, footwear and jewellery","Dollars","81","units","0","v64476861","1.1.3.158","14","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Transportation","Dollars","81","units","0","v54530560","1.1.3.23","14547","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Private transportation","Dollars","81","units","0","v54530561","1.1.3.24","13408","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Private use automobiles, vans and trucks","Dollars","81","units","0","v64476862","1.1.3.159","6110","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Purchase of automobiles, vans and trucks","Dollars","81","units","0","v64476863","1.1.3.160","5447","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Automobiles (purchase)","Dollars","81","units","0","v64476864","1.1.3.161","2251","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Vans (including mini-vans, purchase)","Dollars","81","units","0","v64476865","1.1.3.162","436","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Trucks (including sport utility vehicles, purchase)","Dollars","81","units","0","v64476866","1.1.3.163","2760","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Accessories for automobiles, vans and trucks","Dollars","81","units","0","v64476867","1.1.3.164","18","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Fees for leased automobiles, vans and trucks","Dollars","81","units","0","v64476868","1.1.3.165","645","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Regular fees for leased automobiles, vans and trucks","Dollars","81","units","0","v64476869","1.1.3.166","577","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Regular fees for leased automobiles","Dollars","81","units","0","v64476870","1.1.3.167","314","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Regular fees for leased vans and trucks","Dollars","81","units","0","v64476871","1.1.3.168","263","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other costs for leased automobiles, vans and trucks (include down payment and closing costs)","Dollars","81","units","0","v64476872","1.1.3.169","68","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rented automobiles, vans and trucks","Dollars","81","units","0","v64476873","1.1.3.170","51","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Automobile, van and truck operations","Dollars","81","units","0","v64476874","1.1.3.171","7246","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Registration fees for automobiles, vans and trucks (including insurance if part of registration)","Dollars","81","units","0","v64476875","1.1.3.172","511","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Private and public vehicle insurance premiums","Dollars","81","units","0","v64476876","1.1.3.173","1710","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Tires, batteries, and other parts and supplies for vehicles","Dollars","81","units","0","v64476877","1.1.3.174","500","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Maintenance and repairs of vehicles","Dollars","81","units","0","v64476878","1.1.3.175","589","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Vehicle security and communication services","Dollars","81","units","0","v64476879","1.1.3.176","12","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Gas and other fuels (all vehicles and tools)","Dollars","81","units","0","v64476880","1.1.3.177","3488","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Parking (excluding parking fees included in rent and traffic and parking tickets)","Dollars","81","units","0","v64476882","1.1.3.179","238","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other automobile, van and truck operation services","Dollars","81","units","0","v64476881","1.1.3.178","91","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Drivers' licences and tests, and driving lessons","Dollars","81","units","0","v64476883","1.1.3.180","106","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Drivers' licences and tests","Dollars","81","units","0","v64476884","1.1.3.181","67","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Driving lessons","Dollars","81","units","0","v64476885","1.1.3.182","39","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Public transportation","Dollars","81","units","0","v54530562","1.1.3.25","1140","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","City or commuter bus, subway, streetcar and commuter train","Dollars","81","units","0","v64476886","1.1.3.183","243","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Taxi (including tips)","Dollars","81","units","0","v64476887","1.1.3.184","64","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other local passenger transportation","Dollars","81","units","0","v64476888","1.1.3.185","12","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Airplane","Dollars","81","units","0","v64476889","1.1.3.186","720","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Inter-city bus","Dollars","81","units","0","v64476890","1.1.3.187","5","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other inter-city passenger transportation services","Dollars","81","units","0","v64476891","1.1.3.188","37","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Household moving, storage and delivery services","Dollars","81","units","0","v64476892","1.1.3.189","59","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Health care","Dollars","81","units","0","v54530563","1.1.3.26","2323","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Direct health care costs to household","Dollars","81","units","0","v54530564","1.1.3.27","1599","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Prescribed medicines and pharmaceutical products","Dollars","81","units","0","v64476893","1.1.3.190","443","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Non-prescribed medicines, pharmaceutical products, health care supplies and equipment","Dollars","81","units","0","v64476894","1.1.3.191","335","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Health care services","Dollars","81","units","0","v64476895","1.1.3.192","228","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Health care practitioners (excluding general practitioners and specialists)","Dollars","81","units","0","v64476896","1.1.3.193","137","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Health care by general practitioners and specialists","Dollars","81","units","0","v64476897","1.1.3.194","31","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Weight control programs, smoking cessation programs and other medical services","Dollars","81","units","0","v64476898","1.1.3.195","50","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Hospital care, nursing homes and other residential care facilities","Dollars","81","units","0","v64476899","1.1.3.196","10","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Eye-care goods and services","Dollars","81","units","0","v64476900","1.1.3.197","246","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Prescription eye wear","Dollars","81","units","0","v64476901","1.1.3.198","160","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Non-prescription eye wear and other eye-care goods","Dollars","81","units","0","v64476902","1.1.3.199","31","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Eye-care services (e.g. surgery, exams)","Dollars","81","units","0","v64476903","1.1.3.200","55","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Dental services","Dollars","81","units","0","v64476904","1.1.3.201","347","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Health insurance premiums","Dollars","81","units","0","v54530565","1.1.3.28","724","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Public hospital, medical and drug plan premiums","Dollars","81","units","0","v64476905","1.1.3.202","148","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Private health insurance plan premiums","Dollars","81","units","0","v64476906","1.1.3.203","575","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Private health care plan premiums","Dollars","81","units","0","v64476907","1.1.3.204","363","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Dental plan premiums","Dollars","81","units","0","v64476908","1.1.3.205","65","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Accident or disability insurance premiums","Dollars","81","units","0","v64476909","1.1.3.206","147","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Personal care","Dollars","81","units","0","v54530566","1.1.3.29","1178","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Personal care products","Dollars","81","units","0","v64476910","1.1.3.207","786","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Hair care products","Dollars","81","units","0","v64476911","1.1.3.208","110","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Makeup, skin care, manicure and fragrance products","Dollars","81","units","0","v64476912","1.1.3.209","252","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Makeup, skin care and manicure products","Dollars","81","units","0","v64476913","1.1.3.210","229","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Fragrance products","Dollars","81","units","0","v64476914","1.1.3.211","22","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Personal deodorants","Dollars","81","units","0","v64476915","1.1.3.212","25","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Body soaps","Dollars","81","units","0","v64476916","1.1.3.213","57","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Oral hygiene products","Dollars","81","units","0","v64476917","1.1.3.214","61","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Disposable diapers","Dollars","81","units","0","v64476918","1.1.3.215","71","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other personal care supplies and equipment","Dollars","81","units","0","v64476919","1.1.3.216","211","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Personal care services","Dollars","81","units","0","v64476920","1.1.3.217","392","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Hair grooming services","Dollars","81","units","0","v64476921","1.1.3.218","289","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other personal care services","Dollars","81","units","0","v64476922","1.1.3.219","103","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Recreation","Dollars","81","units","0","v54530567","1.1.3.30","4569","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Recreational equipment and related services","Dollars","81","units","0","v54530568","1.1.3.31","1149","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Sports, athletic and recreational equipment and related services","Dollars","81","units","0","v64476923","1.1.3.220","133","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Outdoor play equipment and accessories","Dollars","81","units","0","v64476924","1.1.3.221","","F","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Children's toys","Dollars","81","units","0","v64476925","1.1.3.222","179","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Video game systems and accessories (excluding for computers)","Dollars","81","units","0","v64476926","1.1.3.223","79","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Art and craft materials","Dollars","81","units","0","v64476927","1.1.3.224","30","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Computer equipment and supplies","Dollars","81","units","0","v64476928","1.1.3.225","404","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Computer hardware","Dollars","81","units","0","v64476929","1.1.3.226","332","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Computer software and video game systems","Dollars","81","units","0","v64476930","1.1.3.227","13","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Computer supplies and other equipment","Dollars","81","units","0","v64476931","1.1.3.228","59","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Tablet computers","Dollars","81","units","0","v79417402","1.1.3.317","","..","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","E-Book readers","Dollars","81","units","0","v105964492","1.1.3.321","","..","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Photographic goods and services","Dollars","81","units","0","v64476932","1.1.3.229","159","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Cameras and accessories","Dollars","81","units","0","v64476933","1.1.3.230","","F","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Photographic services","Dollars","81","units","0","v64476934","1.1.3.231","107","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Collectors' items (e.g. stamps, coins)","Dollars","81","units","0","v64476935","1.1.3.232","27","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other recreational equipment and related services","Dollars","81","units","0","v64476936","1.1.3.233","123","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home entertainment equipment and services","Dollars","81","units","0","v54530569","1.1.3.32","560","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home entertainment equipment","Dollars","81","units","0","v64476937","1.1.3.234","529","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Audio equipment","Dollars","81","units","0","v64476938","1.1.3.235","62","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Video equipment","Dollars","81","units","0","v64476939","1.1.3.236","244","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Blu-ray players","Dollars","81","units","0","v64476940","1.1.3.237","15","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","DVD players","Dollars","81","units","0","v64476941","1.1.3.238","5","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Televisions and other video equipment and accessories","Dollars","81","units","0","v64476942","1.1.3.239","225","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home theatre systems","Dollars","81","units","0","v64476943","1.1.3.240","88","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Pre-recorded media, music downloads and blank audio and video media","Dollars","81","units","0","v64476944","1.1.3.241","135","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Home entertainment services","Dollars","81","units","0","v64476945","1.1.3.242","30","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rental of video media","Dollars","81","units","0","v64476946","1.1.3.243","25","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Maintenance and repairs of electronic and communications equipment","Dollars","81","units","0","v64476947","1.1.3.244","","F","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Recreational services","Dollars","81","units","0","v54530570","1.1.3.33","1993","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Entertainment","Dollars","81","units","0","v64476948","1.1.3.245","1040","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Movie theatres","Dollars","81","units","0","v64476949","1.1.3.246","66","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Live sporting and performing arts events","Dollars","81","units","0","v64476950","1.1.3.247","156","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Admission fees to museums, zoos and other sites","Dollars","81","units","0","v64476951","1.1.3.248","63","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Television and satellite radio services (including installation, service and pay TV charges)","Dollars","81","units","0","v64476952","1.1.3.249","756","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rental of cablevision services (including any installation, service and pay TV charges)","Dollars","81","units","0","v64476953","1.1.3.250","503","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Rental of satellite TV or radio services (including installation, service and pay TV charges)","Dollars","81","units","0","v64476954","1.1.3.251","252","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Use of recreation facilities","Dollars","81","units","0","v64476955","1.1.3.252","405","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Dues and fees for sports and recreation facilities","Dollars","81","units","0","v64476956","1.1.3.253","302","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Children's camps","Dollars","81","units","0","v64476957","1.1.3.254","103","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Package trips","Dollars","81","units","0","v64476958","1.1.3.255","535","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other recreational activities and services","Dollars","81","units","0","v64476959","1.1.3.256","12","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Recreational vehicles and associated services","Dollars","81","units","0","v54530571","1.1.3.34","868","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Purchase of recreational vehicles","Dollars","81","units","0","v64476960","1.1.3.257","659","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Motorcycles and snowmobiles (purchase)","Dollars","81","units","0","v64476961","1.1.3.258","165","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","All-terrain vehicles (purchase)","Dollars","81","units","0","v64476962","1.1.3.259","53","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Bicycles (purchase), parts and accessories","Dollars","81","units","0","v64476964","1.1.3.261","65","","","t","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Other recreational vehicles (purchase)","Dollars","81","units","0","v64476963","1.1.3.260","376","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Operation of recreational vehicles","Dollars","81","units","0","v64476965","1.1.3.262","209","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Insurance premiums for recreational vehicles","Dollars","81","units","0","v64476966","1.1.3.263","91","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Owner with mortgage","Registration fees and licences for recreational vehicles","Dollars","81","units","0","v64476967","1.1.3.264","22","","","","0"
